"municipality","child_population","total_area_km2","covered_area","uncovered_area","child_density","uncovered_child_count","uncovered_pct","covered_pct","covered_child_count","prop_children_covered"
"Frederiksberg",14674,8.63994660411072,4.48384686565228,4.15609973845844,1698.3901258161,7058.67875770469,48.1033035144111,51.8966964855889,7615.32124229531,0.518966964855889
"Koebenhavn",94286,89.0539834634761,30.675814671678,58.3781687917982,1058.75106685901,61807.9484895917,65.5536861141545,34.4463138858455,32478.0515104083,0.344463138858455
"Aarhus",54225,470.240214620933,14.910527407585,455.329687213348,115.313404328278,52505.6163243013,96.8291679562956,3.17083204370441,1719.38367569872,0.0317083204370441
"Ringkoebing Skjern",8864,1467.31844864436,4.85972472030391,1462.45872392405,6.04095178397667,8834.64263728125,99.6688023158985,0.331197684101482,29.3573627187554,0.00331197684101482
"Silkeborg",18090,860.264394579362,21.6991503111128,838.56524426825,21.0284188372638,17633.7011788452,97.4776184568556,2.52238154314441,456.298821154824,0.0252238154314441
"Vesthimmerland",5418,763.824331406744,3.78257459673547,760.041756810009,7.09325400779209,5391.16923758193,99.5047847468057,0.495215253194286,26.8307624180664,0.00495215253194285
