"municipality","covered_pct_cycling","covered_child_count_cycling","uncovered_child_count_cycling","covered_pct_walking","covered_child_count_walking","uncovered_child_count_walking","pct_increase"
"Frederiksberg",91.838188986351,13476.3358518571,1197.66414814285,51.8966964855889,7615.32124229531,7058.67875770469,76.9634585736174
"Koebenhavn",74.6688269206418,70402.2501503963,23883.7498496037,34.4463138858455,32478.0515104083,61807.9484895917,116.768700326232
"Aarhus",16.6335025165603,9019.51673960484,45205.4832603952,3.17083204370441,1719.38367569872,52505.6163243013,424.578479316986
"Ringkoebing Skjern",1.79125299693789,158.776665648575,8705.22333435143,0.331197684101482,29.3573627187554,8834.64263728125,440.841039331977
"Silkeborg",9.91262170859571,1793.19326708496,16296.806732915,2.52238154314441,456.298821154824,17633.7011788452,292.986609640293
"Vesthimmerland",2.62501316920458,142.223213507504,5275.7767864925,0.495215253194286,26.8307624180664,5391.16923758193,430.075184936745
