"municipality","child_population","total_area_km2","covered_area","uncovered_area","child_density","uncovered_child_count","uncovered_pct","covered_pct","covered_child_count","prop_children_covered","income"
"Frederiksberg",14674,8.63994660411072,7.93477049060301,0.705176113507701,1698.3901258161,1197.66414814285,8.161811013649,91.838188986351,13476.3358518571,0.91838188986351,329362
"Koebenhavn",94286,89.0539834634761,66.49556477828,22.5584186851961,1058.75106685901,23883.7498496037,25.3311730793582,74.6688269206418,70402.2501503963,0.746688269206418,278242
"Aarhus",54225,470.240214620933,78.2174179328516,392.022796688082,115.313404328278,45205.4832603952,83.3664974834397,16.6335025165603,9019.51673960484,0.166335025165603,270915
"Ringkoebing Skjern",8864,1467.31844864436,26.2833856859646,1441.03506295839,6.04095178397667,8705.22333435143,98.2087470030621,1.79125299693789,158.776665648575,0.0179125299693789,260479
"Silkeborg",18090,860.264394579362,85.2747551283933,774.989639450969,21.0284188372638,16296.806732915,90.0873782914043,9.91262170859571,1793.19326708496,0.0991262170859571,284074
"Vesthimmerland",5418,763.824331406744,20.0504892890159,743.773842117728,7.09325400779209,5275.7767864925,97.3749868307954,2.62501316920458,142.223213507504,0.0262501316920458,248423
